Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
20191007 11:53 PM,68,49,50,ENE,6,0,29.63,0,Fair
20191008 12:53 AM,66,50,56,ENE,6,0,29.61,0,Fair
20191008 1:53 AM,65,50,58,ENE,5,0,29.61,0,Fair
20191008 2:53 AM,64,50,60,E,5,0,29.6,0,Fair
20191008 3:53 AM,62,51,67,E,3,0,29.6,0,Fair
20191008 4:53 AM,61,52,72,CALM,0,0,29.61,0,Fair
20191008 5:53 AM,59,52,78,CALM,0,0,29.61,0,Fair
20191008 6:53 AM,59,53,81,CALM,0,0,29.61,0,Fair
20191008 7:53 AM,60,54,80,ESE,3,0,29.61,0,Fair
20191008 8:53 AM,64,51,63,ESE,7,0,29.63,0,Fair
20191008 9:53 AM,68,49,50,ESE,6,0,29.63,0,Fair
20191008 10:53 AM,71,45,39,E,7,0,29.63,0,Fair
20191008 11:53 AM,73,46,38,E,8,0,29.61,0,Fair
20191008 12:53 PM,75,45,34,ENE,6,0,29.59,0,Fair
20191008 1:53 PM,77,45,32,ENE,8,0,29.55,0,Fair
20191008 2:53 PM,79,46,31,VAR,6,0,29.52,0,Fair
20191008 3:53 PM,80,45,29,VAR,3,0,29.5,0,Fair
20191008 4:53 PM,81,45,28,CALM,0,0,29.48,0,Fair
20191008 5:53 PM,80,44,28,E,6,0,29.46,0,Fair
20191008 6:53 PM,77,45,32,E,7,0,29.45,0,Fair
20191008 7:53 PM,74,47,38,E,8,0,29.45,0,Fair
20191008 8:53 PM,71,49,45,ESE,6,0,29.46,0,Fair
20191008 9:53 PM,70,49,47,ESE,6,0,29.47,0,Fair
20191008 10:53 PM,70,48,46,ESE,9,0,29.48,0,Fair
20191008 11:53 PM,68,50,52,ESE,8,0,29.47,0,Partly Cloudy
20191009 12:53 AM,67,52,59,SE,9,0,29.46,0,Mostly Cloudy
20191009 1:53 AM,66,53,63,SE,8,0,29.45,0,Mostly Cloudy
20191009 2:53 AM,66,54,65,SE,10,0,29.44,0,Partly Cloudy
20191009 3:53 AM,65,55,70,SE,12,0,29.43,0,Mostly Cloudy
20191009 4:53 AM,65,55,70,SE,9,0,29.43,0,Mostly Cloudy
20191009 5:53 AM,65,55,70,ESE,9,0,29.43,0,Mostly Cloudy
20191009 6:53 AM,65,56,73,SSE,3,0,29.45,0,Mostly Cloudy
20191009 7:53 AM,65,57,75,SE,8,0,29.44,0,Mostly Cloudy
20191009 8:53 AM,67,60,79,S,13,0,29.44,0,Mostly Cloudy
20191009 9:53 AM,69,61,75,SSE,13,0,29.45,0,Cloudy
20191009 10:53 AM,74,63,68,SSE,13,0,29.44,0,Cloudy
20191009 11:53 AM,77,65,66,S,10,20,29.43,0,Cloudy
20191009 12:53 PM,81,65,58,SSE,12,0,29.4,0,Partly Cloudy
20191009 1:53 PM,85,65,51,S,12,0,29.34,0,Partly Cloudy
20191009 2:53 PM,86,65,49,SSE,16,22,29.3,0,Mostly Cloudy
20191009 3:53 PM,88,64,45,SSE,14,22,29.28,0,Mostly Cloudy
20191009 4:53 PM,88,63,43,S,16,23,29.26,0,Partly Cloudy
20191009 5:53 PM,88,63,43,SSE,18,28,29.25,0,Partly Cloudy
20191009 6:53 PM,86,63,46,SE,13,0,29.26,0,Fair
20191009 7:53 PM,84,63,49,SE,14,0,29.26,0,Fair
20191009 8:53 PM,83,63,51,SE,14,21,29.27,0,Fair
20191009 9:53 PM,82,63,52,SE,13,28,29.29,0,Fair
20191009 10:53 PM,80,63,56,SE,12,22,29.3,0,Fair
20191009 11:53 PM,79,65,62,SE,15,0,29.3,0,Fair
20191010 12:53 AM,79,67,66,S,14,24,29.29,0,Fair
20191010 1:53 AM,78,68,71,SSE,14,23,29.3,0,Partly Cloudy
20191010 2:53 AM,78,69,74,S,14,22,29.3,0,Mostly Cloudy
20191010 3:53 AM,78,69,74,S,15,24,29.29,0,Cloudy
20191010 4:53 AM,79,69,72,S,13,0,29.3,0,Cloudy
20191010 5:53 AM,79,69,72,S,17,24,29.3,0,Cloudy
20191010 6:53 AM,79,70,74,SSE,13,20,29.32,0,Cloudy
20191010 7:53 AM,79,70,74,SSE,15,23,29.33,0,Cloudy
20191010 8:53 AM,79,70,74,SSE,10,20,29.35,0,Cloudy
20191010 9:53 AM,80,70,71,S,16,24,29.35,0,Light Rain
20191010 10:53 AM,80,70,71,SSE,14,21,29.35,0,Mostly Cloudy
20191010 11:53 AM,83,70,65,S,15,22,29.34,0,Mostly Cloudy
20191010 12:53 PM,86,69,57,S,16,23,29.31,0,Mostly Cloudy
20191010 1:53 PM,87,68,53,S,16,23,29.28,0,Mostly Cloudy
20191010 2:53 PM,89,68,50,S,12,25,29.25,0,Mostly Cloudy
20191010 3:53 PM,90,66,45,S,16,24,29.23,0,Mostly Cloudy
20191010 4:53 PM,91,66,43,SSW,12,18,29.22,0,Mostly Cloudy
20191010 5:53 PM,92,65,41,SSW,10,22,29.21,0,Mostly Cloudy
20191010 6:53 PM,91,65,42,S,10,0,29.21,0,Mostly Cloudy
20191010 7:53 PM,90,65,43,S,6,0,29.21,0,Mostly Cloudy
20191010 8:53 PM,76,65,69,N,21,0,29.25,0,Light Rain with Thunder
20191010 9:53 PM,66,63,90,NNW,21,26,29.33,0.3,Light Rain with Thunder
20191010 10:53 PM,62,58,86,N,14,30,29.38,0.4,Heavy T-Storm
20191010 11:53 PM,61,57,87,N,15,22,29.41,0.3,Cloudy
20191011 12:53 AM,58,51,78,N,16,24,29.44,0,Cloudy
20191011 1:53 AM,56,48,75,N,18,24,29.49,0,Cloudy
20191011 2:53 AM,54,45,72,N,16,26,29.51,0,Cloudy
20191011 3:53 AM,51,43,74,N,15,33,29.56,0,Light Drizzle
20191011 4:53 AM,48,43,83,N,18,35,29.59,0,Thunder
20191011 5:53 AM,49,41,74,N,15,25,29.59,0,Cloudy
20191011 6:53 AM,47,40,77,NNW,18,26,29.65,0,Light Rain
20191011 7:53 AM,45,40,82,NNW,15,30,29.71,0.1,Light Rain with Thunder
20191011 8:53 AM,45,39,80,NNW,18,0,29.71,0,Light Rain
20191011 9:53 AM,46,40,79,NNW,13,0,29.75,0,Light Rain
20191011 10:53 AM,48,38,68,NNW,15,22,29.78,0,Mostly Cloudy
20191011 11:53 AM,51,35,54,N,16,21,29.76,0,Mostly Cloudy
20191011 12:53 PM,55,32,42,N,17,26,29.76,0,Mostly Cloudy
20191011 1:53 PM,59,30,33,N,17,31,29.73,0,Fair
20191011 2:53 PM,62,28,28,N,20,32,29.72,0,Fair
20191011 3:53 PM,64,28,26,N,14,28,29.7,0,Fair
20191011 4:53 PM,63,25,24,N,18,26,29.71,0,Fair
20191011 5:53 PM,62,24,23,N,14,25,29.71,0,Fair
20191011 6:53 PM,60,24,25,N,12,0,29.71,0,Fair
20191011 7:53 PM,58,24,27,N,12,25,29.72,0,Fair
20191011 8:53 PM,56,26,32,N,9,20,29.74,0,Fair
20191011 9:53 PM,55,25,31,N,9,0,29.76,0,Fair
20191011 10:53 PM,53,25,34,N,12,0,29.77,0,Fair
20191011 11:53 PM,51,26,38,N,9,0,29.77,0,Fair
20191012 12:53 AM,49,28,44,N,5,0,29.76,0,Fair
20191012 1:53 AM,48,30,50,NNE,3,0,29.77,0,Fair
20191012 2:53 AM,47,30,52,NNE,3,0,29.77,0,Fair
20191012 3:53 AM,44,33,65,CALM,0,0,29.77,0,Fair
20191012 4:53 AM,43,34,71,CALM,0,0,29.76,0,Fair
20191012 5:53 AM,42,34,73,CALM,0,0,29.77,0,Fair
20191012 6:53 AM,42,35,76,CALM,0,0,29.78,0,Fair
20191012 7:53 AM,42,34,73,NNE,3,0,29.77,0,Fair
20191012 8:53 AM,48,34,58,NNW,3,0,29.77,0,Fair
20191012 9:53 AM,55,27,34,ENE,5,0,29.77,0,Fair
20191012 10:53 AM,58,20,23,VAR,3,0,29.77,0,Fair
20191012 11:53 AM,59,19,21,CALM,0,0,29.75,0,Fair
20191012 12:53 PM,63,20,19,NNE,7,0,29.71,0,Fair
20191012 1:53 PM,64,22,20,VAR,5,0,29.66,0,Fair
20191012 2:53 PM,65,22,19,VAR,6,0,29.63,0,Fair
20191012 3:53 PM,66,20,17,CALM,0,0,29.6,0,Fair
20191012 4:53 PM,66,22,19,E,6,0,29.59,0,Fair
20191012 5:53 PM,66,23,20,CALM,0,0,29.57,0,Fair
20191012 6:53 PM,64,27,25,CALM,0,0,29.55,0,Fair
20191012 7:53 PM,62,28,28,SSE,5,0,29.54,0,Fair
20191012 8:53 PM,59,34,39,SE,3,0,29.54,0,Fair
20191012 9:53 PM,58,36,44,SE,3,0,29.53,0,Fair
20191012 10:53 PM,57,36,45,ESE,5,0,29.53,0,Partly Cloudy
20191012 11:53 PM,56,36,47,ESE,3,0,29.52,0,Partly Cloudy
20191013 12:53 AM,57,37,47,E,3,0,29.52,0,Cloudy
20191013 1:53 AM,57,37,47,E,5,0,29.51,0,Mostly Cloudy
20191013 2:53 AM,57,36,45,ESE,5,0,29.51,0,Cloudy
20191013 3:53 AM,58,38,47,ESE,6,0,29.52,0,Cloudy
20191013 4:53 AM,59,38,46,SE,3,0,29.52,0,Cloudy
20191013 5:53 AM,60,37,42,S,6,0,29.52,0,Cloudy
20191013 6:53 AM,60,39,46,SSE,5,0,29.53,0,Cloudy
20191013 7:53 AM,60,41,49,SSE,5,0,29.53,0,Cloudy
20191013 8:53 AM,60,43,53,S,6,0,29.54,0,Mostly Cloudy
20191013 9:53 AM,62,46,56,SSE,6,0,29.54,0,Mostly Cloudy
20191013 10:53 AM,67,42,40,S,6,0,29.53,0,Partly Cloudy
20191013 11:53 AM,70,40,33,S,6,0,29.52,0,Fair
20191013 12:53 PM,73,39,29,S,8,0,29.49,0,Fair
20191013 1:53 PM,76,40,27,SE,5,0,29.47,0,Fair
20191013 2:53 PM,76,41,29,SE,5,0,29.44,0,Fair
20191013 3:53 PM,77,43,30,ESE,12,0,29.42,0,Fair
20191013 4:53 PM,77,42,29,SSE,10,0,29.42,0,Fair
20191013 5:53 PM,75,43,32,SSE,12,0,29.42,0,Fair
20191013 6:53 PM,73,46,38,SSE,8,0,29.43,0,Partly Cloudy
20191013 7:53 PM,71,47,42,SE,12,0,29.44,0,Partly Cloudy
20191013 8:53 PM,70,47,44,SE,5,0,29.46,0,Fair
20191013 9:53 PM,66,49,54,ESE,6,0,29.47,0,Mostly Cloudy
20191013 10:53 PM,66,50,56,ESE,7,0,29.47,0,Mostly Cloudy
20191013 11:53 PM,66,49,54,ESE,8,0,29.48,0,Mostly Cloudy
20191014 12:53 AM,65,51,61,SE,9,0,29.47,0,Mostly Cloudy
20191014 1:53 AM,63,52,67,ESE,9,0,29.46,0,Mostly Cloudy
20191014 2:53 AM,62,53,72,ESE,9,0,29.47,0,Mostly Cloudy
20191014 3:53 AM,62,53,72,ESE,7,0,29.46,0,Mostly Cloudy
20191014 4:53 AM,62,53,72,ESE,6,0,29.45,0,Cloudy
20191014 5:53 AM,62,53,72,ESE,8,0,29.46,0,Cloudy
20191014 6:53 AM,62,54,75,SE,8,0,29.47,0,Cloudy
20191014 7:53 AM,63,54,72,ESE,6,0,29.47,0,Cloudy
20191014 8:53 AM,64,55,72,ESE,8,0,29.49,0,Cloudy
20191014 9:53 AM,66,56,70,SSE,8,0,29.5,0,Cloudy
20191014 10:53 AM,69,58,68,SE,8,0,29.49,0,Cloudy
20191014 11:53 AM,70,60,71,ESE,9,0,29.47,0,Cloudy
20191014 12:53 PM,73,62,68,SSE,9,0,29.47,0,Cloudy
20191014 1:53 PM,74,62,66,SE,10,0,29.44,0,Cloudy
20191014 2:53 PM,74,63,68,SSE,8,0,29.42,0,Cloudy
20191014 3:53 PM,73,65,76,SE,8,0,29.42,0,Light Rain
20191014 4:53 PM,72,66,81,SE,12,0,29.4,0,Light Rain
20191014 5:53 PM,71,66,84,SE,10,0,29.41,0,Light Rain
20191014 6:53 PM,70,65,84,SE,12,0,29.41,0,Light Rain
20191014 7:53 PM,69,65,87,SE,12,0,29.41,0,Light Rain
20191014 8:53 PM,69,66,90,SE,8,0,29.42,0,Light Rain
20191014 9:53 PM,69,67,93,SE,12,0,29.43,0,Cloudy
20191014 10:53 PM,69,67,93,SE,7,0,29.43,0,Cloudy
20191014 11:53 PM,70,68,93,SE,7,0,29.43,0,Cloudy
20191015 12:53 AM,70,68,93,SE,8,0,29.41,0,Cloudy
20191015 1:53 AM,71,69,93,SE,9,0,29.4,0,Fog
20191015 2:53 AM,71,69,93,SE,8,0,29.39,0,Light Drizzle
20191015 3:53 AM,72,70,93,S,7,0,29.37,0,Cloudy
20191015 4:53 AM,73,70,90,SSE,7,0,29.36,0,Cloudy
20191015 5:53 AM,73,70,90,S,7,0,29.37,0,Cloudy
20191015 6:53 AM,74,71,91,S,6,0,29.37,0,Cloudy
20191015 7:53 AM,74,71,91,S,7,0,29.37,0,Cloudy
20191015 8:53 AM,76,71,85,S,6,0,29.37,0,Cloudy
20191015 9:53 AM,77,71,82,SSW,6,0,29.39,0,Cloudy
20191015 10:53 AM,77,71,82,SSW,10,0,29.39,0,Light Rain
20191015 11:53 AM,78,72,81,SSW,8,0,29.38,0,Mostly Cloudy
20191015 12:53 PM,81,71,72,SW,12,0,29.37,0,Mostly Cloudy
20191015 1:53 PM,80,72,76,VAR,7,0,29.34,0,Mostly Cloudy
20191015 2:53 PM,81,72,74,SW,10,0,29.31,0,Mostly Cloudy
20191015 3:53 PM,84,71,65,WSW,9,0,29.29,0,Mostly Cloudy
20191015 4:53 PM,84,70,63,SW,8,0,29.28,0,Mostly Cloudy
20191015 5:53 PM,83,70,65,SSW,7,0,29.27,0,Mostly Cloudy
20191015 6:53 PM,82,70,67,SSW,6,0,29.28,0,Mostly Cloudy
20191015 7:53 PM,81,70,69,SSW,3,0,29.31,0,Mostly Cloudy
20191015 8:53 PM,80,71,74,VAR,5,0,29.33,0,Mostly Cloudy
20191015 9:53 PM,79,67,66,NNE,10,0,29.37,0,Cloudy
20191015 10:53 PM,75,66,73,N,15,23,29.43,0,Cloudy
20191015 11:53 PM,69,57,65,NNE,20,31,29.49,0,Cloudy
20191016 12:53 AM,68,45,43,NNE,21,32,29.52,0,Cloudy / Windy
20191016 1:53 AM,67,44,44,N,13,0,29.54,0,Mostly Cloudy
20191016 2:53 AM,66,42,42,NNE,18,29,29.54,0,Mostly Cloudy
20191016 3:53 AM,63,41,45,N,15,24,29.55,0,Fair
20191016 4:53 AM,62,38,41,N,13,23,29.56,0,Partly Cloudy
20191016 5:53 AM,60,36,41,N,10,18,29.59,0,Mostly Cloudy
20191016 6:53 AM,58,36,44,N,8,18,29.61,0,Mostly Cloudy
20191016 7:53 AM,57,35,44,N,10,0,29.62,0,Mostly Cloudy
20191016 8:53 AM,57,36,45,N,13,17,29.65,0,Mostly Cloudy
20191016 9:53 AM,58,35,42,N,12,29,29.68,0,Mostly Cloudy
20191016 10:53 AM,60,36,41,NNE,6,0,29.7,0,Mostly Cloudy
20191016 11:53 AM,62,36,38,N,12,21,29.68,0,Mostly Cloudy
20191016 12:53 PM,67,36,32,N,12,0,29.67,0,Mostly Cloudy
20191016 1:53 PM,68,36,31,N,10,0,29.64,0,Mostly Cloudy
20191016 2:53 PM,70,37,30,NNW,10,0,29.64,0,Mostly Cloudy
20191016 3:53 PM,69,36,30,NNE,8,0,29.61,0,Mostly Cloudy
20191016 4:53 PM,68,38,33,NNW,10,22,29.6,0,Mostly Cloudy
20191016 5:53 PM,66,38,36,NNW,8,0,29.59,0,Mostly Cloudy
20191016 6:53 PM,64,38,38,N,8,0,29.59,0,Mostly Cloudy
20191016 7:53 PM,63,38,40,VAR,6,0,29.59,0,Mostly Cloudy
20191016 8:53 PM,60,41,49,NNE,3,0,29.58,0,Mostly Cloudy
20191016 9:53 PM,59,41,51,CALM,0,0,29.58,0,Mostly Cloudy
20191016 10:53 PM,59,42,53,CALM,0,0,29.58,0,Mostly Cloudy
20191016 11:53 PM,55,44,67,ESE,3,0,29.59,0,Mostly Cloudy
20191017 12:53 AM,53,44,71,E,3,0,29.58,0,Mostly Cloudy
20191017 1:53 AM,52,45,77,ENE,3,0,29.58,0,Mostly Cloudy
20191017 2:53 AM,52,44,74,CALM,0,0,29.58,0,Mostly Cloudy
20191017 3:53 AM,53,44,71,CALM,0,0,29.58,0,Mostly Cloudy
20191017 4:53 AM,51,44,77,CALM,0,0,29.56,0,Mostly Cloudy
20191017 5:53 AM,51,44,77,CALM,0,0,29.55,0,Mostly Cloudy
20191017 6:53 AM,53,45,74,CALM,0,0,29.56,0,Mostly Cloudy
20191017 7:53 AM,52,45,77,CALM,0,0,29.56,0,Mostly Cloudy
20191017 8:53 AM,55,46,72,CALM,0,0,29.57,0,Mostly Cloudy
20191017 9:53 AM,59,46,62,ESE,7,0,29.56,0,Mostly Cloudy
20191017 10:53 AM,61,44,54,SE,7,0,29.56,0,Mostly Cloudy
20191017 11:53 AM,64,43,46,S,8,0,29.55,0,Mostly Cloudy
20191017 12:53 PM,66,43,43,SSE,5,0,29.54,0,Mostly Cloudy
20191017 1:53 PM,69,42,38,VAR,6,0,29.49,0,Mostly Cloudy
20191017 2:53 PM,71,42,35,VAR,6,0,29.46,0,Mostly Cloudy
20191017 3:53 PM,71,41,34,SE,3,0,29.44,0,Mostly Cloudy
20191017 4:53 PM,70,44,39,SSE,9,0,29.43,0,Mostly Cloudy
20191017 5:53 PM,70,41,35,SE,10,0,29.43,0,Mostly Cloudy
20191017 6:53 PM,68,46,45,SSE,8,0,29.43,0,Partly Cloudy
20191017 7:53 PM,64,46,52,S,5,0,29.43,0,Partly Cloudy
20191017 8:53 PM,61,47,60,ESE,3,0,29.43,0,Fair
20191017 9:53 PM,60,48,64,E,5,0,29.43,0,Fair
20191017 10:53 PM,59,48,67,SE,5,0,29.42,0,Fair
20191017 11:53 PM,58,47,67,ESE,6,0,29.4,0,Fair
20191018 12:53 AM,58,47,67,ESE,6,0,29.39,0,Fair
20191018 1:53 AM,57,48,72,ESE,8,0,29.39,0,Fair
20191018 2:53 AM,56,48,75,SE,6,0,29.39,0,Fair
20191018 3:53 AM,56,47,72,SSE,7,0,29.4,0,Partly Cloudy
20191018 4:53 AM,54,47,77,CALM,0,0,29.39,0,Fair
20191018 5:53 AM,53,47,80,ESE,3,0,29.39,0,Fair
20191018 6:53 AM,52,47,83,ESE,6,0,29.38,0,Fair
20191018 7:53 AM,53,48,83,SE,7,0,29.39,0,Fair
20191018 8:53 AM,56,49,77,ESE,7,0,29.4,0,Fair
20191018 9:53 AM,60,49,67,SSE,7,0,29.4,0,Fair
20191018 10:53 AM,63,49,60,SE,8,0,29.39,0,Fair
20191018 11:53 AM,67,48,51,SE,8,0,29.36,0,Fair
20191018 12:53 PM,70,43,38,SSE,10,0,29.34,0,Fair
20191018 1:53 PM,72,43,35,ESE,10,0,29.29,0,Fair
20191018 2:53 PM,75,38,26,S,10,0,29.26,0,Fair
20191018 3:53 PM,76,41,29,SE,10,0,29.23,0,Fair
20191018 4:53 PM,77,41,28,SE,13,0,29.21,0,Fair
20191018 5:53 PM,76,40,27,SE,12,0,29.21,0,Fair
20191018 6:53 PM,73,41,31,ESE,8,0,29.21,0,Fair
20191018 7:53 PM,71,41,34,SE,10,0,29.21,0,Fair
20191018 8:53 PM,69,43,39,ESE,10,0,29.22,0,Fair
20191018 9:53 PM,68,43,40,SE,9,0,29.22,0,Fair
20191018 10:53 PM,67,45,45,SE,13,0,29.21,0,Fair
20191018 11:53 PM,65,47,52,SE,10,0,29.22,0,Fair
20191019 12:53 AM,65,48,54,SE,9,0,29.21,0,Fair
20191019 1:53 AM,65,50,58,SSE,10,0,29.21,0,Partly Cloudy
20191019 2:53 AM,63,50,63,SSE,7,0,29.22,0,Mostly Cloudy
20191019 3:53 AM,63,54,72,SSE,18,28,29.15,0,Light Rain
20191019 4:53 AM,62,55,78,SSE,8,0,29.18,0,Partly Cloudy
20191019 5:53 AM,63,56,78,S,9,0,29.18,0,Fair
20191019 6:53 AM,63,57,81,SSE,8,0,29.19,0,Partly Cloudy
20191019 7:53 AM,64,58,80,SSE,7,0,29.19,0,Fair
20191019 8:53 AM,66,59,78,S,9,0,29.2,0,Fair
20191019 9:53 AM,71,61,70,S,6,0,29.22,0,Fair
20191019 10:53 AM,75,59,57,W,7,0,29.23,0,Fair
20191019 11:53 AM,79,57,47,WNW,7,0,29.23,0,Fair
20191019 12:53 PM,82,52,35,W,10,0,29.21,0,Fair
20191019 1:53 PM,84,53,34,WNW,7,0,29.19,0,Fair
20191019 2:53 PM,84,52,33,WNW,7,0,29.19,0,Fair
20191019 3:53 PM,85,54,34,WNW,9,0,29.18,0,Fair
20191019 4:53 PM,84,56,38,N,13,0,29.19,0,Fair
20191019 5:53 PM,82,55,39,N,10,0,29.2,0,Fair
20191019 6:53 PM,78,54,43,N,8,0,29.22,0,Fair
20191019 7:53 PM,75,54,48,N,3,0,29.24,0,Fair
20191019 8:53 PM,72,55,55,CALM,0,0,29.25,0,Fair
20191019 9:53 PM,71,54,55,N,3,0,29.27,0,Fair
20191019 10:53 PM,68,55,63,CALM,0,0,29.28,0,Fair
20191019 11:53 PM,67,55,66,NNW,3,0,29.28,0,Fair
20191020 12:53 AM,65,56,73,N,5,0,29.28,0,Fair
20191020 1:53 AM,63,54,72,NNW,5,0,29.27,0,Fair
20191020 2:53 AM,61,54,78,NW,3,0,29.26,0,Fair
20191020 3:53 AM,60,54,80,CALM,0,0,29.27,0,Fair
20191020 4:53 AM,59,53,81,CALM,0,0,29.28,0,Fair
20191020 5:53 AM,58,54,87,CALM,0,0,29.3,0,Fair
20191020 6:53 AM,58,54,87,SE,3,0,29.29,0,Fair
20191020 7:53 AM,57,53,87,CALM,0,0,29.29,0,Fair
20191020 8:53 AM,63,56,78,CALM,0,0,29.3,0,Fair
20191020 9:53 AM,69,59,70,S,3,0,29.31,0,Fair
20191020 10:53 AM,74,60,62,SE,9,0,29.29,0,Fair
20191020 11:53 AM,77,60,56,SE,7,0,29.27,0,Fair
20191020 12:53 PM,81,59,47,SE,10,0,29.24,0,Fair
20191020 1:53 PM,84,59,43,S,8,0,29.19,0,Fair
20191020 2:53 PM,88,63,43,S,15,21,29.15,0,Fair
20191020 3:53 PM,88,66,48,S,17,28,29.13,0,Partly Cloudy
20191020 4:53 PM,85,68,57,S,16,26,29.12,0,Partly Cloudy
20191020 5:53 PM,84,68,58,S,12,22,29.12,0,Mostly Cloudy
20191020 6:53 PM,84,68,58,SSE,8,0,29.1,0,Partly Cloudy
20191020 7:53 PM,84,68,58,SSE,13,0,29.09,0,Cloudy
20191020 8:53 PM,83,68,60,ESE,17,30,29.02,0,Light Rain with Thunder
20191020 9:53 PM,72,65,78,S,15,26,29.08,0.1,Thunder
20191020 10:53 PM,72,64,76,SE,8,0,29.06,0,Cloudy
20191020 11:53 PM,79,70,74,S,17,31,29.02,0,Mostly Cloudy
20191021 12:53 AM,67,62,84,WNW,17,30,29.1,0,Light Rain with Thunder
20191021 1:53 AM,65,60,84,VAR,6,0,29.17,0.8,Light Rain with Thunder
20191021 2:53 AM,67,58,73,N,9,0,29.21,0,Cloudy
20191021 3:53 AM,64,54,70,NNW,8,0,29.23,0,Cloudy
20191021 4:53 AM,62,50,65,NW,8,0,29.27,0,Cloudy
20191021 5:53 AM,62,41,46,N,9,0,29.29,0,Mostly Cloudy
20191021 6:53 AM,60,41,49,NNW,12,0,29.32,0,Mostly Cloudy
20191021 7:53 AM,57,40,53,NNW,9,0,29.34,0,Fair
20191021 8:53 AM,60,43,53,NW,14,0,29.37,0,Fair
20191021 9:53 AM,64,38,38,NNW,15,0,29.39,0,Fair
20191021 10:53 AM,67,35,31,NNW,14,0,29.41,0,Fair
20191021 11:53 AM,68,35,30,NW,10,16,29.42,0,Fair
20191021 12:53 PM,70,35,28,NW,14,0,29.43,0,Fair
20191021 1:53 PM,71,35,27,N,10,0,29.4,0,Fair
20191021 2:53 PM,72,34,25,WNW,7,0,29.4,0,Fair
20191021 3:53 PM,74,34,23,VAR,5,0,29.38,0,Fair
20191021 4:53 PM,74,32,21,VAR,5,0,29.39,0,Fair
20191021 5:53 PM,73,33,23,NNW,5,0,29.4,0,Fair
20191021 6:53 PM,68,35,30,N,6,0,29.42,0,Fair
20191021 7:53 PM,66,38,36,CALM,0,0,29.47,0,Fair
20191021 8:53 PM,63,39,41,VAR,5,0,29.5,0,Fair
20191021 9:53 PM,59,42,53,CALM,0,0,29.52,0,Fair
20191021 10:53 PM,58,44,60,CALM,0,0,29.54,0,Fair
20191021 11:53 PM,54,44,69,CALM,0,0,29.55,0,Fair
20191022 12:53 AM,53,44,71,CALM,0,0,29.56,0,Fair
20191022 1:53 AM,53,46,77,CALM,0,0,29.56,0,Fair
20191022 2:53 AM,53,45,74,CALM,0,0,29.58,0,Fair
20191022 3:53 AM,51,45,80,CALM,0,0,29.59,0,Fair
20191022 4:53 AM,52,43,71,CALM,0,0,29.59,0,Fair
20191022 5:53 AM,52,41,66,WNW,6,0,29.63,0,Fair
20191022 6:53 AM,52,42,69,CALM,0,0,29.66,0,Fair
20191022 7:53 AM,51,41,68,CALM,0,0,29.68,0,Fair
20191022 8:53 AM,56,42,60,NNW,5,0,29.71,0,Fair
20191022 9:53 AM,60,37,42,NNW,3,0,29.73,0,Fair
20191022 10:53 AM,67,28,23,ENE,5,0,29.74,0,Fair
20191022 11:53 AM,70,26,19,NE,3,0,29.73,0,Fair
20191022 12:53 PM,71,25,18,CALM,0,0,29.72,0,Fair
20191022 1:53 PM,72,28,20,CALM,0,0,29.68,0,Fair
20191022 2:53 PM,74,28,18,WNW,5,0,29.65,0,Fair
20191022 3:53 PM,74,25,16,CALM,0,0,29.63,0,Fair
20191022 4:53 PM,75,25,16,CALM,0,0,29.61,0,Fair
20191022 5:53 PM,73,25,17,SSW,3,0,29.6,0,Fair
20191022 6:53 PM,70,30,23,SSE,3,0,29.6,0,Fair
20191022 7:53 PM,64,37,37,ESE,3,0,29.59,0,Fair
20191022 8:53 PM,62,37,39,ESE,6,0,29.59,0,Fair
20191022 9:53 PM,61,37,41,ESE,7,0,29.59,0,Fair
20191022 10:53 PM,60,37,42,ESE,7,0,29.58,0,Fair
20191022 11:53 PM,59,37,44,ESE,8,0,29.57,0,Fair
20191023 12:53 AM,59,36,42,ESE,8,0,29.57,0,Fair
20191023 1:53 AM,61,37,41,SE,10,0,29.57,0,Fair
20191023 2:53 AM,59,38,46,SE,5,0,29.57,0,Fair
20191023 3:53 AM,59,38,46,SSE,12,0,29.56,0,Fair
20191023 4:53 AM,58,38,47,SSE,13,0,29.55,0,Fair
20191023 5:53 AM,57,39,51,SSE,9,0,29.56,0,Fair
20191023 6:53 AM,59,39,48,S,10,0,29.55,0,Fair
20191023 7:53 AM,57,40,53,SSE,10,0,29.55,0,Fair
20191023 8:53 AM,60,41,49,S,7,0,29.57,0,Fair
20191023 9:53 AM,64,41,43,SSE,13,0,29.57,0,Fair
20191023 10:53 AM,69,46,44,SSE,13,25,29.57,0,Light Rain
20191023 11:53 AM,73,49,42,S,16,22,29.55,0,Fair
20191023 12:53 PM,76,51,42,S,15,26,29.51,0,Fair
20191023 1:53 PM,79,50,36,S,18,23,29.47,0,Fair
20191023 2:53 PM,80,47,31,S,23,35,29.43,0,Fair / Windy
20191023 3:53 PM,81,51,35,S,16,26,29.41,0,Fair
20191023 4:53 PM,81,51,35,S,15,24,29.4,0,Fair
20191023 5:53 PM,80,51,36,S,13,0,29.4,0,Fair
20191023 6:53 PM,78,50,37,SSE,12,0,29.41,0,Fair
20191023 7:53 PM,75,51,43,SE,15,21,29.42,0,Fair
20191023 8:53 PM,73,50,44,SE,13,0,29.44,0,Fair
